0;0;0;0;1.6;0;0;0;0;0;
0.05;0;0;0;1.59565;-0.171;-1.539;0;0;0;
0.1;0;0;0;1.5832;-0.324;-2.592;0;0;0;
0.15;0;0;0;1.56355;-0.459;-3.213;0;0;0;
0.2;0;0;0;1.5376;-0.576;-3.456;0;0;0;
0.25;0;0;0;1.50625;-0.675;-3.375;0;0;0;
0.3;0;0;0;1.4704;-0.756;-3.024;0;0;0;
0.35;0;0;0;1.43095;-0.819;-2.457;0;0;0;
0.4;0;0;0;1.3888;-0.864;-1.728;0;0;0;
0.45;0;0;0;1.34485;-0.891;-0.891;0;0;0;
0.5;0;0;0;1.3;-0.9;0;0;0;0;
0.55;0;0;0;1.25515;-0.891;0.891;0;0;0;
0.6;0;0;0;1.2112;-0.864;1.728;0;0;0;
0.65;0;0;0;1.16905;-0.819;2.457;0;0;0;
0.7;0;0;0;1.1296;-0.756;3.024;0;0;0;
0.75;0;0;0;1.09375;-0.675;3.375;0;0;0;
0.8;0;0;0;1.0624;-0.576;3.456;0;0;0;
0.85;0;0;0;1.03645;-0.459;3.213;0;0;0;
0.9;0;0;0;1.0168;-0.324;2.592;0;0;0;
0.95;0;0;0;1.00435;-0.171;1.539;0;0;0;
1;0;0;0;1;0;0;1.33227e-15;3.55271e-15;-2.27374e-13;
1.05;0;0;0;1;0;0;0.0113883;0.447677;4.02909;
1.1;0;0;0;1;0;0;0.0439823;0.84823;6.78584;
1.15;0;0;0;1;0;0;0.0954259;1.20166;8.41161;
1.2;0;0;0;1;0;0;0.163363;1.50796;9.04779;
1.25;0;0;0;1;0;0;0.245437;1.76715;8.83573;
1.3;0;0;0;1;0;0;0.339292;1.9792;7.91681;
1.35;0;0;0;1;0;0;0.442572;2.14414;6.43241;
1.4;0;0;0;1;0;0;0.55292;2.26195;4.52389;
1.45;0;0;0;1;0;0;0.667981;2.33263;2.33263;
1.5;0;0;0;1;0;0;0.785398;2.35619;-3.41061e-13;
1.55;0;0;0;1;0;0;0.902815;2.33263;-2.33263;
1.6;0;0;0;1;0;0;1.01788;2.26195;-4.52389;
1.65;0;0;0;1;0;0;1.12822;2.14414;-6.43241;
1.7;0;0;0;1;0;0;1.2315;1.9792;-7.91681;
1.75;0;0;0;1;0;0;1.32536;1.76715;-8.83573;
1.8;0;0;0;1;0;0;1.40743;1.50796;-9.04779;
1.85;0;0;0;1;0;0;1.47537;1.20166;-8.41161;
1.9;0;0;0;1;0;0;1.52681;0.84823;-6.78584;
1.95;0;0;0;1;0;0;1.55941;0.447677;-4.02909;
2;0;0;0;1;0;0;1.5708;0;0;
2.05;0;0;0;1;0;0;1.5708;0;0;
2.1;0;0;0;1;0;0;1.5708;0;0;
2.15;0;0;0;1;0;0;1.5708;0;0;
2.2;0;0;0;1;0;0;1.5708;0;0;
2.25;0;0;0;1;0;0;1.5708;0;0;
2.3;0;0;0;1;0;0;1.5708;0;0;
2.35;0;0;0;1;0;0;1.5708;0;0;
2.4;0;0;0;1;0;0;1.5708;0;0;
2.45;0;0;0;1;0;0;1.5708;0;0;
2.5;0;0;0;1;0;0;1.5708;0;0;
2.55;0;0;0;1;0;0;1.5708;0;0;
2.6;0;0;0;1;0;0;1.5708;0;0;
2.65;0;0;0;1;0;0;1.5708;0;0;
2.7;0;0;0;1;0;0;1.5708;0;0;
2.75;0;0;0;1;0;0;1.5708;0;0;
2.8;0;0;0;1;0;0;1.5708;0;0;
2.85;0;0;0;1;0;0;1.5708;0;0;
2.9;0;0;0;1;0;0;1.5708;0;0;
2.95;0;0;0;1;0;0;1.5708;0;0;
3;0;0;0;1;0;0;1.5708;0;0;
3.05;0.00329844;0.129187;0.687375;0.998254;-0.067275;-0.408038;1.56473;-0.227336;2.24187;
3.1;0.01265;0.24225;1.18987;0.99352;-0.1197;-0.65835;1.54948;-0.369333;2.70413;
3.15;0.0272672;0.339937;1.52972;0.986517;-0.158175;-0.774225;1.52898;-0.439983;2.09823;
3.2;0.0464;0.423;1.728;0.97792;-0.1836;-0.7776;1.50646;-0.452389;0.964946;
3.25;0.0693359;0.492188;1.80469;0.968359;-0.196875;-0.689063;1.48451;-0.418777;-0.302002;
3.3;0.0954;0.54825;1.77862;0.95842;-0.1989;-0.52785;1.46516;-0.350484;-1.43376;
3.35;0.123955;0.591937;1.66753;0.948642;-0.190575;-0.31185;1.44986;-0.257966;-2.26565;
3.4;0.1544;0.624;1.488;0.93952;-0.1728;-0.0576;1.4396;-0.150796;-2.71796;
3.45;0.186173;0.645187;1.2555;0.931504;-0.146475;0.219713;1.43488;-0.0376623;-2.77823;
3.5;0.21875;0.65625;0.984375;0.925;-0.1125;0.50625;1.43581;0.0736311;-2.48505;
3.55;0.251642;0.657937;0.687844;0.920367;-0.071775;0.789525;1.4421;0.176162;-1.91323;
3.6;0.2844;0.651;0.378;0.91792;-0.0252;1.0584;1.45318;0.263894;-1.1606;
3.65;0.316611;0.636187;0.0658125;0.917929;0.026325;1.30309;1.46816;0.331671;-0.336224;
3.7;0.3479;0.61425;-0.238875;0.92062;0.0819;1.51515;1.48594;0.375224;0.449947;
3.75;0.37793;0.585938;-0.527344;0.926172;0.140625;1.6875;1.50522;0.391165;1.09584;
3.8;0.4064;0.552;-0.792;0.93472;0.2016;1.8144;1.52455;0.376991;1.5146;
3.85;0.433048;0.513188;-1.02637;0.946354;0.263925;1.89146;1.54239;0.331082;1.64045;
3.9;0.45765;0.47025;-1.22512;0.96112;0.3267;1.91565;1.55712;0.252702;1.43305;
3.95;0.480017;0.423937;-1.38403;0.979017;0.389025;1.88528;1.56712;0.141998;0.88035;
4;0.5;0.375;-1.5;1;0.45;1.8;1.5708;6.82121e-13;-6.98492e-10;
4.05;0.517486;0.324188;-1.57106;1.02398;0.508725;1.66084;1.56663;-0.171376;-1.16074;
4.1;0.5324;0.27225;-1.59637;1.05082;0.5643;1.47015;1.55322;-0.369333;-2.52659;
4.15;0.544705;0.219938;-1.57622;1.08034;0.615825;1.23165;1.52931;-0.59019;-3.9973;
4.2;0.5544;0.168;-1.512;1.11232;0.6624;0.9504;1.49389;-0.82938;-5.4522;
4.25;0.561523;0.117188;-1.40625;1.14648;0.703125;0.632813;1.44616;-1.08146;-6.75623;
4.3;0.56615;0.06825;-1.26263;1.18252;0.7371;0.28665;1.38563;-1.34009;-7.76746;
4.35;0.568392;0.0219375;-1.08591;1.22007;0.763425;-0.078975;1.31216;-1.59805;-8.34608;
4.4;0.5684;-0.021;-0.882;1.25872;0.7812;-0.4536;1.22598;-1.84726;-8.36491;
4.45;0.566361;-0.0598125;-0.657938;1.29803;0.789525;-0.825413;1.12773;-2.07872;-7.7213;
4.5;0.5625;-0.09375;-0.421875;1.3375;0.7875;-1.18125;1.01856;-2.28256;-6.35068;
4.55;0.55708;-0.122063;-0.183094;1.37659;0.774225;-1.5066;0.900115;-2.44805;-4.24141;
4.6;0.5504;-0.144;0.048;1.41472;0.7488;-1.7856;0.774591;-2.56354;-1.45127;
4.65;0.542798;-0.158813;0.259875;1.45125;0.710325;-2.00104;0.644802;-2.61652;1.87472;
4.7;0.53465;-0.16575;0.439875;1.48552;0.6579;-2.13435;0.514204;-2.59358;5.48479;
4.75;0.526367;-0.164062;0.574219;1.5168;0.590625;-2.16563;0.386947;-2.48045;8.99967;
4.8;0.5184;-0.153;0.648;1.54432;0.5076;-2.0736;0.267915;-2.26195;11.8901;
4.85;0.511236;-0.131813;0.645187;1.56728;0.407925;-1.83566;0.162775;-1.92203;13.4533;
4.9;0.5054;-0.09975;0.548625;1.58482;0.2907;-1.42785;0.0780175;-1.44376;12.7869;
4.95;0.501455;-0.0560625;0.340031;1.59604;0.155025;-0.82485;0.0210017;-0.809316;8.76323;
5;0.5;2.84217e-14;2.72848e-12;1.6;2.84217e-14;0;2.27374e-12;-1.36424e-12;-4.42378e-09;
5.05;0.499768;-0.00925781;-0.0225659;1.6;0;0;0;0;0;
5.1;0.499078;-0.0182812;-0.043418;1.6;0;0;0;0;0;
5.15;0.497943;-0.0270703;-0.0626001;1.6;0;0;0;0;0;
5.2;0.496375;-0.035625;-0.0801562;1.6;0;0;0;0;0;
5.25;0.494385;-0.0439453;-0.0961304;1.6;0;0;0;0;0;
5.3;0.491984;-0.0520312;-0.110566;1.6;0;0;0;0;0;
5.35;0.489186;-0.0598828;-0.123508;1.6;0;0;0;0;0;
5.4;0.486;-0.0675;-0.135;1.6;0;0;0;0;0;
5.45;0.482439;-0.0748828;-0.145085;1.6;0;0;0;0;0;
5.5;0.478516;-0.0820312;-0.153809;1.6;0;0;0;0;0;
5.55;0.47424;-0.0889453;-0.161213;1.6;0;0;0;0;0;
5.6;0.469625;-0.095625;-0.167344;1.6;0;0;0;0;0;
5.65;0.464682;-0.10207;-0.172244;1.6;0;0;0;0;0;
5.7;0.459422;-0.108281;-0.175957;1.6;0;0;0;0;0;
5.75;0.453857;-0.114258;-0.178528;1.6;0;0;0;0;0;
5.8;0.448;-0.12;-0.18;1.6;0;0;0;0;0;
5.85;0.441861;-0.125508;-0.180417;1.6;0;0;0;0;0;
5.9;0.435453;-0.130781;-0.179824;1.6;0;0;0;0;0;
5.95;0.428787;-0.13582;-0.178264;1.6;0;0;0;0;0;
6;0.421875;-0.140625;-0.175781;1.6;0;0;0;0;0;
6.05;0.414729;-0.145195;-0.172419;1.6;0;0;0;0;0;
6.1;0.407359;-0.149531;-0.168223;1.6;0;0;0;0;0;
6.15;0.399779;-0.153633;-0.163235;1.6;0;0;0;0;0;
6.2;0.392;-0.1575;-0.1575;1.6;0;0;0;0;0;
6.25;0.384033;-0.161133;-0.151062;1.6;0;0;0;0;0;
6.3;0.375891;-0.164531;-0.143965;1.6;0;0;0;0;0;
6.35;0.367584;-0.167695;-0.136252;1.6;0;0;0;0;0;
6.4;0.359125;-0.170625;-0.127969;1.6;0;0;0;0;0;
6.45;0.350525;-0.17332;-0.119158;1.6;0;0;0;0;0;
6.5;0.341797;-0.175781;-0.109863;1.6;0;0;0;0;0;
6.55;0.332951;-0.178008;-0.100129;1.6;0;0;0;0;0;
6.6;0.324;-0.18;-0.09;1.6;0;0;0;0;0;
6.65;0.314955;-0.181758;-0.079519;1.6;0;0;0;0;0;
6.7;0.305828;-0.183281;-0.0687305;1.6;0;0;0;0;0;
6.75;0.296631;-0.18457;-0.0576782;1.6;0;0;0;0;0;
6.8;0.287375;-0.185625;-0.0464063;1.6;0;0;0;0;0;
6.85;0.278072;-0.186445;-0.0349585;1.6;0;0;0;0;0;
